Call  Failure,Complains,Subscription  Length,Charge  Amount,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn,Average of use,cluster
6,0,37,1,43,22,3,1,1,242.88,0,0.4772908426794199,0
9,0,38,1,180,25,2,1,1,940.32,0,0.612608318075933,3
7,0,29,2,198,13,3,2,1,848.56,0,0.46222774880011247,3
7,0,28,1,35,70,4,1,1,129.25,0,0.498367388843949,0
14,0,29,1,15,9,3,1,1,91.52,0,0.37320424588994294,0
3,0,28,1,26,5,4,1,1,87.45,0,0.7582864827309068,0
13,0,27,1,24,15,2,1,1,167.4,0,0.477416561634861,0
5,0,27,1,13,25,3,1,1,185.96,0,0.6181373595550788,0
5,0,20,1,33,16,2,1,1,228.78,0,0.6974482624593359,0
19,0,19,2,90,44,2,2,1,701.865,0,0.5578284773613269,3
15,0,17,1,78,42,5,1,1,254.505,0,0.6213280694280737,0
11,0,18,4,36,21,3,1,1,262.44,0,0.6988599979666326,0
5,0,11,2,220,12,3,1,1,1059.72,0,1.0023973068890477,3
5,0,36,0,0,15,2,1,1,197.01,0,0.7209435320630445,0
0,0,37,0,2,2,2,1,2,20.7,0,1.1474024528375417,0
7,0,35,0,354,22,2,1,1,1703.25,0,0.5304562376446997,2
7,0,36,0,0,33,1,1,1,231.055,0,0.7394146390524425,0
0,0,36,0,0,31,1,1,1,131.34,0,0.5347196914401423,0
8,0,36,0,27,26,3,1,1,259.76,0,0.5787208466435584,0
1,0,36,0,280,16,3,1,1,1213.44,0,0.7250405443358992,1
10,0,35,1,139,41,3,1,1,922.92,0,0.8237169177982967,3
4,0,36,0,0,42,3,1,1,555.16,0,0.8657580866105008,3
4,0,36,0,0,23,3,1,1,181.4,0,0.6565480281116155,0
3,0,36,0,2,10,2,1,1,276.75,0,0.7233038060394518,0
6,1,36,0,3,15,3,1,2,101.16,0,0.5375248301212306,0
22,0,36,2,49,30,3,1,1,808.08,0,0.7571224800549173,3
1,0,36,0,478,6,3,1,1,2034.36,0,1.1338632381389093,2
6,0,35,0,145,28,2,1,1,1354.68,0,0.8904475507434525,1
0,0,35,0,181,24,3,1,1,984.92,0,0.8299363131913026,3
0,0,35,0,0,9,2,1,2,37.17,0,0.804173433753449,0
0,0,36,0,8,6,2,1,2,65.745,0,0.685542581174726,0
0,0,35,0,379,41,2,1,1,2046.24,0,0.6936846704949492,2
4,0,35,0,6,45,3,1,1,486.24,0,0.8148469898894783,0
5,0,35,0,103,35,2,1,1,766.35,0,0.9326378678716785,3
18,0,34,7,0,40,4,1,1,261.625,0,1.072027454857048,0
0,0,32,0,0,12,3,1,1,111.96,0,1.235063391395967,0
0,0,34,0,0,4,3,1,1,65.2,0,0.7966878595007857,0
0,0,31,0,9,20,4,1,1,192.975,0,0.7849858354634119,0
0,0,34,0,0,0,5,1,1,0.0,0,0.0,0
22,0,29,2,0,78,2,1,1,731.25,0,0.7588485891115618,3
3,0,32,2,266,31,2,2,1,1512.81,0,0.7023232405403381,1
0,0,34,0,0,26,2,1,1,168.165,0,0.5719564465550165,0
0,0,33,0,33,18,3,1,2,197.84,0,0.5022523930555025,0
3,0,34,0,170,21,2,1,1,889.65,0,0.6453565167235968,3
1,0,25,0,188,9,2,2,1,903.96,0,0.49093208324642,3
1,0,24,0,25,66,4,1,1,101.1,0,0.5295383326981448,0
8,0,25,0,5,5,2,1,2,52.29,0,0.39531273664414635,0
7,0,23,0,14,11,2,1,1,116.73,0,0.5125482770774369,0
0,0,23,0,3,21,3,1,1,140.92,0,0.6468323983788257,0
0,0,16,0,23,12,2,1,1,178.11,0,0.7815163310100354,0
13,0,15,0,80,40,1,2,1,795.905,0,0.5680685750953469,3
9,0,13,0,68,38,4,1,1,396.025,0,0.6314089677009406,0
5,0,14,2,26,17,3,1,1,217.4,0,0.7458977459454742,0
0,0,7,0,210,8,3,1,1,1014.68,0,1.0819578537629724,3
9,0,42,1,15,21,3,1,1,240.92,0,0.7011062902275139,0
11,0,41,1,369,28,3,1,1,1579.8,0,0.5193376803001056,1
11,0,42,1,11,39,1,1,1,299.53,0,0.7171221756096533,0
4,0,42,1,12,37,2,1,1,167.985,0,0.522918871453374,0
12,0,42,2,42,32,3,1,1,325.56,0,0.5680832390345212,0
5,0,42,1,295,22,3,1,1,1279.24,0,0.6890738551723096,1
14,0,41,3,154,47,3,1,1,988.72,0,0.809121897459545,3
8,0,42,1,10,48,3,1,1,600.96,0,0.8544982744069446,3
8,0,42,2,12,29,3,1,1,235.2,0,0.642369748964335,0
7,0,42,1,17,16,3,1,1,311.8,0,0.7083235311801365,0
10,0,42,0,18,21,3,1,2,166.96,0,0.5246580840756666,0
26,0,42,4,64,36,3,2,1,873.88,0,0.750224011695382,3
5,0,42,2,493,12,3,1,1,2100.16,0,1.0384066403726921,2
10,0,41,1,160,34,2,1,1,1428.705,0,0.8795741271993834,1
4,0,41,2,196,30,3,1,1,1050.72,0,0.8092452958514094,3
1,0,41,0,10,15,2,1,2,88.695,0,0.6905396171528645,0
3,0,42,0,23,12,3,1,2,124.24,0,0.6004377824556778,0
4,0,41,1,394,47,3,1,1,1884.68,0,0.6832795336268691,2
8,0,41,2,21,51,4,1,1,345.025,0,0.8035430743190276,0
9,0,41,2,118,41,2,1,1,840.375,0,0.9047963524484199,3
22,1,40,9,11,46,5,1,1,175.65,0,1.0454705649187768,0
2,0,38,1,10,18,3,1,1,157.76,0,1.1078289437730338,0
2,0,40,1,10,10,4,1,1,69.375,0,0.7318929471357876,0
4,0,37,2,24,26,5,1,1,140.46,0,0.768126586276935,0
1,0,40,2,14,6,5,1,1,27.36,0,0.7706224927282359,0
26,0,35,4,10,84,2,1,1,782.775,0,0.7523001317649238,3
7,1,38,4,281,37,2,2,1,1586.835,0,0.6906723693268763,1
3,0,40,1,12,32,3,1,1,203.28,0,0.561654524625271,0
4,0,39,0,48,24,3,1,2,263.64,0,0.4899572113312426,0
7,0,40,1,185,27,2,1,1,963.675,0,0.6241543090729937,3
5,0,31,2,203,15,2,2,1,977.985,0,0.47737768969845057,3
5,0,30,1,40,72,4,1,1,142.225,0,0.5127749421220403,0
12,0,31,0,20,11,3,1,2,112.28,0,0.39304258810960724,0
1,0,30,0,31,7,4,1,2,100.425,0,0.8140118827537368,0
11,0,29,1,29,17,2,1,1,190.755,0,0.4945168857240667,0
3,0,29,1,18,27,3,1,1,206.72,0,0.6282558635111475,0
3,0,22,1,38,18,2,1,1,252.135,0,0.7210286638044656,0
17,0,21,2,95,46,2,2,1,725.22,0,0.562143393378496,3
13,0,19,1,83,44,5,1,1,262.29,0,0.6250312984763611,0
9,0,20,4,41,23,3,1,1,283.2,0,0.7129845729311342,0
3,0,13,2,225,14,3,1,1,1080.48,0,1.020221654722387,3
7,0,34,0,0,13,2,1,1,196.155,0,0.711100984176541,0
0,0,35,0,0,0,2,1,2,0.0,0,0.0,0
9,0,33,0,349,20,2,1,1,1679.895,0,0.5199220565227008,2
9,0,34,0,0,31,1,1,1,230.01,0,0.7287053454051015,0
2,0,34,0,0,29,1,1,1,130.295,0,0.5237771043693173,0
10,0,34,0,22,24,3,1,1,239.0,0,0.5708618372100501,0
3,0,34,0,275,14,3,1,1,1192.68,0,0.706570200892086,1
12,0,33,1,134,39,3,1,1,902.16,0,0.8177540640354714,3
6,0,34,0,0,40,3,1,1,554.4,0,0.8614403253072538,3
6,0,34,0,0,21,3,1,1,180.64,0,0.648438183261005,0
5,0,34,0,0,8,2,1,1,266.895,0,0.7160022811488478,0
8,0,34,0,0,13,3,1,2,88.4,0,0.5257142362597413,0
24,0,34,2,44,28,3,1,1,787.32,0,0.7540355502349577,3
3,0,34,0,473,4,3,1,1,2013.6,0,1.1019400787607843,2
8,0,33,0,140,26,2,1,1,1331.325,0,0.8864040981239556,1
2,0,33,0,176,22,3,1,1,964.16,0,0.8214566292033162,3
0,0,33,0,0,7,2,1,2,36.315,0,0.7439195059333685,0
1,0,34,0,3,4,2,1,2,42.39,0,0.6286086594223741,0
2,0,33,0,374,39,2,1,1,2022.885,0,0.6883356235627233,2
6,0,33,0,1,43,3,1,1,465.48,0,0.8101989547577826,0
7,0,33,0,98,33,2,1,1,742.995,0,0.9224815746621701,3
20,0,32,7,0,38,4,1,1,261.15,0,1.0635100670007986,0
0,0,30,0,0,10,3,1,1,111.2,0,1.1939224684724346,0
0,0,32,0,0,2,3,1,1,64.44,0,0.7658048261360206,0
2,0,29,0,4,18,4,1,1,180.0,0,0.7776334423032598,0
0,0,32,0,0,0,5,1,1,0.0,0,0.0,0
24,0,27,2,0,76,2,1,1,730.395,0,0.7559296586373764,3
5,0,30,2,261,29,2,2,1,1489.455,0,0.6964312557611352,1
1,0,32,0,0,24,2,1,1,167.31,0,0.5641293957883018,0
2,0,31,0,28,16,3,1,2,177.08,0,0.4879468413810596,0
5,0,32,0,165,19,2,1,1,866.295,0,0.6325225587435105,3
3,0,23,0,183,7,2,2,1,880.605,0,0.4733680612310902,3
3,0,22,0,20,64,4,1,1,88.125,0,0.5129854518194207,0
10,0,23,0,0,3,2,1,2,28.935,0,0.371063681390832,0
0,0,22,0,11,0,4,1,2,27.5,0,0.0,0
9,0,21,0,9,9,2,1,1,93.375,0,0.492322152201431,0
1,0,21,0,0,19,3,1,1,128.16,0,0.6357394834082234,0
1,0,14,0,18,10,2,1,1,154.755,0,0.7521364790356495,0
15,0,13,0,75,38,1,2,1,767.36,0,0.5635818762852327,3
11,0,11,0,63,36,4,1,1,383.05,0,0.6275824920670622,0
7,0,12,2,21,15,3,1,1,196.64,0,0.7298677524777182,0
1,0,5,0,205,6,3,1,1,993.92,0,1.0613779055480663,3
13,0,44,1,20,23,3,1,1,268.44,0,0.6692001747094342,0
5,0,45,0,22,10,3,1,2,111.72,0,0.4960503381838363,0
15,0,43,1,374,30,3,1,1,1607.32,0,0.49831917167380535,1
15,0,44,1,16,41,1,1,1,337.37,0,0.6818999564725977,0
8,0,44,1,17,39,2,1,1,198.945,0,0.5009238211470735,0
16,0,44,2,47,34,3,1,1,353.08,0,0.5486867174032324,0
9,0,44,1,300,24,3,1,1,1306.76,0,0.6371885269119009,1
18,0,43,3,159,49,3,1,1,1016.24,0,0.7851555935277136,3
12,0,44,1,15,50,3,1,1,628.48,0,0.835779261337921,3
12,0,44,2,17,31,3,1,1,262.72,0,0.6182807184543279,0
11,0,44,1,22,18,3,1,1,339.32,0,0.6834174602911076,0
14,1,44,0,23,23,3,1,2,194.48,0,0.5010908946690935,0
30,0,44,4,69,38,3,1,1,901.4,0,0.7382154659616516,3
9,0,44,2,498,14,3,1,1,2127.68,0,0.9207851214619944,2
14,0,43,1,165,36,2,1,1,1459.665,0,0.8615191731102797,1
8,0,43,2,201,32,3,1,1,1078.24,0,0.7763898909641527,3
5,0,43,0,15,17,2,1,2,119.655,0,0.5812064205277903,0
7,0,44,0,28,14,3,1,2,151.76,0,0.5149836339146544,0
8,0,43,1,399,49,3,1,1,1912.2,0,0.6652682317809885,2
12,0,43,2,26,53,4,1,1,362.225,0,0.7846159190356443,0
13,0,43,2,123,43,2,1,1,871.335,0,0.8621450761554293,3
26,0,42,9,16,48,5,2,1,185.97,0,1.0045149652889942,0
18,0,42,2,41,30,2,1,1,462.87,0,0.6616374023277343,0
6,0,40,1,15,20,3,1,1,185.28,0,0.9611047476639476,0
6,0,42,1,15,12,4,1,1,86.575,0,0.6513326301269385,0
8,0,39,2,29,28,5,1,1,150.78,0,0.7406756085616925,0
5,0,42,2,19,8,5,1,1,37.68,0,0.5376066464436327,0
30,1,37,4,15,86,2,1,1,813.735,0,0.7408807191087617,3
11,1,40,4,286,39,3,2,1,1438.04,0,0.6707419631129989,1
7,0,42,1,17,34,3,1,1,230.8,0,0.5427033898379262,0
8,0,41,0,53,26,3,1,2,291.16,0,0.46633177276736393,0
11,0,42,1,190,29,2,1,1,994.635,0,0.5901354622238744,3
9,0,33,2,208,17,3,2,1,896.84,0,0.4514909305034465,3
9,0,32,1,45,74,5,1,1,95.655,0,0.48351734841245836,0
16,0,33,0,25,13,3,1,2,139.8,0,0.3764775712349121,0
5,0,32,0,36,9,4,1,2,117.625,0,0.6440444675522133,0
15,0,31,1,34,19,2,1,1,221.715,0,0.4632846789969906,0
7,0,31,1,23,29,3,1,1,234.24,0,0.5977783135875528,0
7,0,24,1,43,20,3,1,1,251.64,0,0.6445306124329596,0
21,0,23,2,100,48,2,2,1,756.18,0,0.5506192751531068,3
17,0,21,1,88,46,5,1,1,272.61,0,0.6132924539891071,0
13,0,22,4,46,25,3,1,1,310.72,0,0.6644047116942914,0
7,0,15,2,230,16,3,1,1,1108.0,0,0.9360933591703349,1
3,0,32,0,0,11,2,1,1,187.695,0,0.7528070169662812,0
0,0,33,0,0,0,2,1,2,0.0,0,0.0,0
5,0,31,0,344,18,2,1,1,1648.935,0,0.5486992761940722,1
5,0,32,0,0,29,1,1,1,219.67,0,0.775659364039143,0
0,0,32,0,0,27,1,1,1,119.955,0,0.5542442441335117,0
6,0,32,0,17,22,2,1,1,237.915,0,0.5953454735519652,0
0,0,32,0,270,12,3,1,1,1165.16,0,0.7915872533731978,1
8,0,31,1,129,37,3,1,1,874.64,0,0.8456878133480458,3
2,0,32,0,0,38,3,1,1,546.88,0,0.8823024273572638,3
2,0,32,0,0,19,3,1,1,173.12,0,0.6787749872102872,0
1,0,32,0,0,6,2,1,1,258.435,0,0.7464091241207708,0
4,0,32,0,0,11,3,1,2,80.88,0,0.5591827937740789,0
20,0,32,2,39,26,3,1,1,759.8,0,0.7670890259585713,3
0,0,32,0,468,2,3,1,1,1986.08,0,1.3295683797191131,2
4,0,31,0,135,24,2,1,1,1300.365,0,0.9063578427293446,1
0,0,31,0,171,20,3,1,1,936.64,0,0.8622235106038794,3
0,0,31,0,0,5,2,1,2,27.855,0,1.270462545594769,0
0,0,32,0,0,2,2,1,2,20.43,0,1.0560526742493137,0
0,0,31,0,369,37,2,1,1,1991.925,0,0.7092560494589253,2
2,0,31,0,0,41,3,1,1,453.96,0,0.8315495034190644,0
3,0,31,0,93,31,2,1,1,712.035,0,0.9767826148660991,3
16,0,30,7,0,36,4,1,1,256.45,0,1.112900619473205,0
0,0,28,0,0,8,3,1,1,103.68,0,1.5224265354444708,0
0,0,30,0,0,0,3,1,1,0.0,0,0.0,0
0,0,27,0,0,16,4,1,1,165.3,0,0.8109302162163288,0
20,0,25,2,0,74,2,1,1,721.935,0,0.7682858452606341,3
1,0,28,2,256,27,2,2,1,1458.495,0,0.7199085216205451,1
0,0,30,0,0,22,2,1,1,158.85,0,0.5880438334775366,0
0,0,29,0,23,14,3,1,2,149.56,0,0.5239740966094969,0
1,0,30,0,160,17,2,1,1,835.335,0,0.6814511407967541,3
0,0,21,0,178,5,2,2,1,849.645,0,0.5165782762554405,3
0,0,20,0,15,62,4,1,1,70.925,0,0.5606005245979623,0
6,0,21,0,0,1,2,1,2,20.475,0,0.39803012962064627,0
0,0,20,0,6,0,4,1,2,15.0,0,0.0,0
5,0,19,0,4,7,2,1,1,62.415,0,0.5487342877478885,0
0,0,19,0,0,17,3,1,1,120.64,0,0.6775025634124292,0
0,0,12,0,13,8,2,1,1,123.795,0,0.9142052253831336,0
11,0,11,0,70,36,1,2,1,729.52,0,0.5767705981324611,3
7,0,9,0,58,34,4,1,1,365.85,0,0.6407090663564615,0
3,0,10,2,16,13,3,1,1,169.12,0,0.8041346920829032,0
0,0,3,0,200,4,3,1,1,966.4,0,1.192237548107515,3
10,0,41,0,16,22,3,1,1,249.16,0,0.672901417118762,0
2,0,42,0,18,9,2,1,2,103.995,0,0.4937577152538427,0
12,0,40,0,370,29,3,1,1,1588.04,0,0.49794895654054416,1
12,0,41,0,12,40,1,1,1,310.86,0,0.6861407104916125,0
5,0,41,0,13,38,1,1,1,216.645,0,0.5006222305922241,0
13,0,41,1,43,33,3,1,1,333.8,0,0.5495120061558243,0
6,0,41,0,296,23,3,1,1,1287.48,0,0.6422270901326884,1
15,0,40,2,155,48,3,1,1,996.96,0,0.7888683635112941,3
9,0,41,0,11,49,3,1,1,609.2,0,0.8389092633877819,3
9,0,41,1,13,30,3,1,1,243.44,0,0.6205174052755343,0
8,0,41,0,18,17,3,1,1,320.04,0,0.6864907715357053,0
11,0,41,0,19,22,3,1,2,175.2,0,0.5007752879124892,0
27,0,41,3,65,37,3,1,1,882.12,0,0.7399597792173574,3
6,0,41,1,494,13,3,1,1,2108.4,0,0.9398212292843492,2
11,0,40,0,161,35,2,1,1,1437.975,0,0.8646280248484914,1
5,0,40,1,197,31,3,1,1,1058.96,0,0.7813398925954063,3
2,0,40,0,11,16,2,1,2,97.965,0,0.587365700888325,0
4,0,41,0,24,13,3,1,2,132.48,0,0.515360778931382,0
5,0,40,0,395,48,2,1,1,2129.535,0,0.6673860961222077,2
9,0,40,1,22,52,4,1,1,350.175,0,0.7875684506236406,0
10,0,40,1,119,42,2,1,1,849.645,0,0.8692580585571069,3
23,0,39,8,12,47,5,1,1,178.74,0,1.0122007917204643,0
15,0,39,1,37,29,2,1,1,441.18,0,0.6642752492867571,0
3,0,37,0,11,19,3,1,1,166.0,0,0.9849872631603899,0
3,0,39,0,11,11,3,1,1,119.24,0,0.659245628884264,0
5,0,36,1,25,27,5,1,1,143.55,0,0.7445793541922159,0
2,0,39,1,15,7,5,1,1,30.45,0,0.5420012412344404,0
27,1,34,3,11,85,2,1,1,792.045,0,0.7425501392527545,3
8,0,37,3,282,38,2,2,1,1596.105,0,0.6731227544746842,1
4,0,39,0,13,33,2,1,1,237.96,0,0.5434003696981643,0
5,0,38,0,49,25,3,1,2,271.88,0,0.46458029567574494,0
8,0,39,0,186,28,2,1,1,972.945,0,0.592632222535642,3
6,0,29,0,41,73,4,1,1,147.375,0,0.48233858740368685,0
13,0,30,0,21,12,2,1,2,135.585,0,0.36772478012531734,0
2,0,29,0,32,8,4,1,2,105.575,0,0.6578078141146365,0
12,0,28,0,30,18,2,1,1,200.025,0,0.46084725395974924,0
4,0,28,0,19,28,3,1,1,214.96,0,0.6001893043825892,0
4,0,21,0,39,19,2,1,1,261.405,0,0.6518655215866415,0
18,0,20,1,96,47,2,2,1,734.49,0,0.5511427928967713,3
14,0,18,0,84,45,4,1,1,442.3,0,0.6143800401342232,0
10,0,19,3,42,24,3,1,1,291.44,0,0.6697626742894713,0
4,0,12,1,226,15,3,1,1,1088.72,0,0.9504237382436136,3
6,0,35,0,0,12,3,1,1,170.12,0,0.7459604831706274,0
0,0,36,0,0,0,2,1,2,0.0,0,0.0,0
8,0,34,0,348,19,3,1,1,1485.0,0,0.547268814533699,1
8,0,35,0,0,30,1,1,1,224.18,0,0.7676040245273373,0
1,0,35,0,0,28,1,1,1,124.465,0,0.5525432171178591,0
9,0,35,1,21,23,3,1,1,230.76,0,0.5931526227453425,0
2,0,35,0,274,13,3,1,1,1184.44,0,0.7756682042479489,1
11,0,34,2,133,38,3,1,1,893.92,0,0.8406385682972267,3
5,0,35,0,0,39,3,1,1,550.16,0,0.8784405077430575,3
5,0,35,1,0,20,3,1,1,176.4,0,0.6746437089953856,0
4,0,35,0,0,7,3,1,1,233.0,0,0.7415723812216767,0
7,0,35,0,0,12,3,1,2,84.16,0,0.557128224463621,0
23,0,35,3,43,27,3,1,1,779.08,0,0.765003332456912,3
2,0,35,1,472,3,3,1,1,2005.36,0,1.2689224251609723,2
7,0,34,0,139,25,2,1,1,1322.055,0,0.9025958510436121,1
1,0,34,1,175,21,3,1,1,955.92,0,0.8545971628688152,3
0,0,34,0,0,6,2,1,2,31.545,0,1.0751920144600111,0
0,0,35,0,2,3,3,1,2,29.44,0,0.9051174312760298,0
1,0,34,0,373,38,2,1,1,2013.615,0,0.7062265377383585,2
5,0,34,1,0,42,4,1,1,285.775,0,0.8277838411461703,0
6,0,34,1,97,32,2,1,1,733.725,0,0.9656019637704948,3
19,0,33,8,0,37,5,1,1,155.1,0,1.1022006141625056,0
0,0,31,0,0,9,3,1,1,106.96,0,1.4271163556401458,0
0,0,33,0,0,1,3,1,1,60.2,0,0.8996829954744946,0
1,0,30,1,3,17,5,1,1,104.91,0,0.8050871278056693,0
0,0,33,0,0,0,5,1,1,0.0,0,0.0,0
23,0,28,3,0,75,2,1,1,725.625,0,0.7663100893046645,3
4,0,31,3,260,28,2,2,1,1480.185,0,0.7164084772255196,1
0,0,33,0,0,23,2,1,1,162.54,0,0.5860333770390815,0
1,0,32,0,27,15,3,1,2,168.84,0,0.5232481437645479,0
4,0,33,0,164,18,2,1,1,857.025,0,0.6744550475477928,3
2,0,24,1,182,6,2,2,1,871.335,0,0.5161684681764862,3
2,0,23,0,19,63,4,1,1,82.975,0,0.5574629345743217,0
9,0,24,0,0,2,2,1,2,24.165,0,0.41197978912935806,0
0,0,23,0,10,0,4,1,2,25.0,0,0.0,0
8,0,22,0,8,8,2,1,1,84.105,0,0.5456295459606828,0
0,0,22,0,0,18,3,1,1,123.92,0,0.6716922455586858,0
0,0,15,0,17,9,2,1,1,145.485,0,0.8766254754817236,0
14,0,14,1,74,37,2,2,1,618.57,0,0.5758104738554034,3
10,0,12,0,62,35,4,1,1,377.9,0,0.6392134427684472,0
6,0,13,3,20,14,3,1,1,188.4,0,0.7902984164227984,0
0,0,6,1,204,5,3,1,1,985.68,0,1.1608695639084299,3
12,0,38,2,26,32,3,1,1,306.04,0,0.7044004962466728,0
4,0,39,0,28,19,3,1,2,149.32,0,0.7030975114131134,0
14,0,37,2,380,39,3,1,1,1644.92,0,0.5463306510919528,1
14,0,38,2,22,50,1,1,1,389.07,0,0.7189089689177299,0
7,0,38,2,23,48,2,1,1,241.245,0,0.5501877296377826,0
15,0,38,3,53,43,3,1,1,390.68,0,0.5836517187655251,0
8,0,38,2,306,33,3,1,1,1344.36,0,0.6965427695610835,1
17,0,37,4,165,58,3,2,1,1053.84,0,0.8046908312556134,3
11,0,38,2,21,59,3,1,1,666.08,0,0.8494105512653104,3
11,0,38,3,23,40,3,1,1,300.32,0,0.6505875661411494,0
10,0,38,2,28,27,3,1,1,376.92,0,0.7103007996845482,0
13,0,38,0,29,32,3,1,2,232.08,0,0.5533461749218272,0
29,0,38,5,75,47,3,1,1,939.0,0,0.7496749779514374,3
8,0,38,3,504,23,3,1,1,2165.28,0,0.979984301546162,2
13,0,37,2,171,45,2,1,1,1501.965,0,0.8739122604682626,1
7,0,37,3,207,41,3,1,1,1115.84,0,0.8031842441016734,1
4,0,37,0,21,26,2,1,2,161.955,0,0.7052267062145464,0
6,0,38,0,34,23,3,1,2,189.36,0,0.6469577980905706,0
7,0,37,2,405,58,3,1,1,1949.8,0,0.6863112164394551,2
11,0,37,3,32,62,4,1,1,385.725,0,0.8002592102016997,0
